,Team,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details,Date
['Starlin Castro2B'],Miami Marlins,5,0,1,0,0,1,5,.281,.327,.396,.723,14,10,-0.154,1.54,0.027,-0.181%,0%,0.00,-0.8,1,4,,8/11/2018
['Brian AndersonRF'],Miami Marlins,5,1,1,0,0,1,5,.282,.361,.412,.773,18,12,0.036,1.86,0.175,-0.139%,0%,0.00,-0.1,3,0,,8/11/2018
['Derek Dietrich1B'],Miami Marlins,5,1,1,0,0,1,5,.278,.343,.446,.789,17,12,-0.103,1.37,0.040,-0.143%,0%,0.00,-0.4,9,0,2B,8/11/2018
['Martin Prado3B'],Miami Marlins,4,0,2,2,0,0,5,.238,.280,.296,.576,12,7,0.180,1.38,0.223,-0.043%,0%,0.00,1.7,1,0,HBP,8/11/2018
['Miguel RojasSS'],Miami Marlins,4,1,1,0,1,0,5,.257,.308,.358,.666,17,11,-0.019,1.82,0.075,-0.094%,0%,0.00,-0.1,3,3,,8/11/2018
['Magneuris SierraCF'],Miami Marlins,4,1,1,0,0,2,5,.189,.189,.226,.415,16,13,-0.171,2.24,0.038,-0.209%,0%,0.00,-1.1,5,0,SH,8/11/2018
['Dan StrailyP'],Miami Marlins,1,0,1,0,0,0,1,.200,.355,.240,.595,1,1,0.014,0.46,0.014,0.000%,0%,0.00,0.1,0,1,,8/11/2018
['Jarlin GarciaP'],Miami Marlins,0,0,0,0,0,0,0,.000,.100,.000,.100,,,,,,,,,,0,0,,8/11/2018
['Yadiel RiveraPH'],Miami Marlins,1,0,0,0,0,1,1,.195,.301,.239,.540,5,3,-0.043,1.83,0.000,-0.043%,0%,0.00,-0.3,,,,8/11/2018
['Elieser HernandezP'],Miami Marlins,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,8/11/2018
['Tayron GuerreroP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,8/11/2018
['JT RiddlePH'],Miami Marlins,1,0,0,0,0,0,1,.219,.246,.362,.609,1,1,-0.027,1.13,0.000,-0.027%,0%,0.00,-0.1,,,,8/11/2018
['Adam ConleyP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,8/11/2018
['Isaac GallowayPH'],Miami Marlins,1,0,0,0,0,0,1,.250,.250,.250,.500,4,3,-0.131,5.40,0.000,-0.131%,0%,0.00,-0.7,,,,8/11/2018
['Drew SteckenriderP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,8/11/2018
['Drew RucinskiP'],Miami Marlins,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,1,,8/11/2018
['Javy GuerraP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,8/11/2018
['Bryan HoladayPH'],Miami Marlins,1,0,1,1,0,0,1,.183,.238,.226,.464,3,2,0.309,3.18,0.309,0.000%,0%,0.00,1.0,,,2B,8/11/2018
Team Totals,Miami Marlins,40,4,11,4,3,7,45,.275,.341,.325,.666,159,103,-0.031,1.70,1.159,-1.190%,0.00%,0.00,-0.4,33,9,,8/11/2018
['Mallex SmithRF-LF'],Tampa Bay Rays,4,0,0,0,1,1,5,.300,.369,.412,.781,28,15,-0.030,0.58,0.009,-0.039%,-0.00%,0.02,-0.8,3,0,,9/16/2018
['Matt Duffy3B'],Tampa Bay Rays,3,1,1,0,0,0,4,.297,.361,.371,.732,12,6,-0.024,0.78,0.035,-0.058%,0%,0.02,-0.3,0,2,"2B,HBP",9/16/2018
['Ji-Man ChoiDH'],Tampa Bay Rays,4,1,0,0,0,0,4,.262,.345,.506,.851,16,9,-0.057,0.58,0.000,-0.057%,-0.00%,0.02,-1.0,,,,9/16/2018
['C.J. Cron1B'],Tampa Bay Rays,3,1,2,2,1,1,4,.252,.319,.485,.804,14,7,0.188,0.42,0.200,-0.011%,0.00%,0.01,2.1,7,0,HR,9/16/2018
['Carlos GomezPR-RF'],Tampa Bay Rays,0,1,0,0,0,0,0,.219,.307,.353,.660,,,0.000,,0.000,0.000%,0%,,0.0,0,0,,9/16/2018
['Brandon Lowe2B'],Tampa Bay Rays,4,0,1,2,0,0,4,.247,.362,.506,.868,12,7,0.012,0.39,0.042,-0.030%,0%,0.01,1.3,2,2,3B,9/16/2018
['Kevin KiermaierCF'],Tampa Bay Rays,4,0,1,0,0,2,4,.226,.284,.387,.671,13,10,0.018,0.52,0.043,-0.025%,0%,0.02,-0.2,3,0,SB,9/16/2018
['Willy AdamesSS'],Tampa Bay Rays,3,1,2,1,1,0,4,.267,.333,.407,.741,22,12,0.093,0.38,0.099,-0.006%,0.00%,0.01,1.8,1,5,"HR,2B",9/16/2018
['Jake BauersLF-1B'],Tampa Bay Rays,3,0,1,0,1,0,4,.199,.320,.392,.711,13,6,0.053,0.58,0.061,-0.008%,0.00%,0.02,0.8,5,0,"2B,SB",9/16/2018
['Jesus SucreC'],Tampa Bay Rays,4,0,1,0,0,0,4,.188,.224,.213,.436,11,8,-0.115,0.48,0.006,-0.121%,-0.00%,0.01,-2.7,6,0,,9/16/2018
[''],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,,,,9/16/2018
['Diego CastilloP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
['Andrew KittredgeP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
['Hunter WoodP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
['Jaime SchultzP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
['Adam KolarekP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,1,,9/16/2018
['Jake FariaP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
['Jose AlvaradoP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
['Sergio RomoP'],Tampa Bay Rays,,,,,,,,,,,,,,,,,,,,,0,0,,9/16/2018
Team Totals,Tampa Bay Rays,32,5,9,5,4,4,37,.281,.378,.625,1.003,141,80,0.138,0.52,0.495,-0.355%,0.00%,0.01,1.0,27,10,,9/16/2018
['Mitch HanigerRF'],Seattle Mariners,3,0,1,0,0,2,4,.250,.328,.533,.862,18,14,-0.016,0.25,0.006,-0.022%,-0.01%,0.35,-0.2,2,0,HBP,4/27/2019
['Domingo SantanaLF'],Seattle Mariners,4,1,1,1,0,3,4,.298,.368,.496,.864,15,12,0.073,0.23,0.083,-0.009%,0.06%,0.32,0.4,2,0,HR,4/27/2019
['Edwin Encarnacion1B'],Seattle Mariners,3,0,0,0,0,2,3,.240,.368,.469,.836,15,9,-0.025,0.33,0.000,-0.025%,-0.02%,0.45,-0.7,5,0,,4/27/2019
['Daniel Vogelbach1B'],Seattle Mariners,1,0,0,0,0,0,1,.294,.443,.721,1.164,5,3,0.000,0.00,0.000,0.000%,0%,0.00,-0.2,3,1,,4/27/2019
['Tim BeckhamSS'],Seattle Mariners,4,0,0,0,0,3,4,.287,.363,.535,.897,18,12,-0.016,0.15,0.000,-0.016%,-0.01%,0.21,-0.6,1,2,,4/27/2019
['Jay BruceDH'],Seattle Mariners,2,0,0,0,1,1,3,.193,.277,.554,.831,11,7,-0.013,0.24,0.003,-0.016%,-0.01%,0.33,-0.2,,,,4/27/2019
['Omar Narvaez2B'],Seattle Mariners,1,0,0,0,0,0,1,.293,.366,.500,.866,6,3,0.000,0.00,0.000,0.000%,0%,0.00,-0.1,1,0,,4/27/2019
['Ryon Healy3B'],Seattle Mariners,3,0,1,0,0,0,3,.231,.303,.481,.785,13,8,-0.005,0.19,0.006,-0.011%,-0.00%,0.27,-0.2,0,4,,4/27/2019
['Tom MurphyC'],Seattle Mariners,3,0,0,0,0,3,3,.370,.433,.704,1.137,13,9,-0.019,0.23,0.000,-0.019%,-0.02%,0.32,-0.7,7,0,,4/27/2019
['Dylan Moore2B-P'],Seattle Mariners,3,0,0,0,0,1,3,.206,.308,.324,.631,12,9,-0.012,0.16,0.000,-0.012%,-0.01%,0.22,-0.6,2,3,,4/27/2019
['Mallex SmithCF'],Seattle Mariners,3,0,0,0,0,1,3,.172,.264,.258,.522,14,10,-0.008,0.10,0.000,-0.008%,-0.01%,0.14,-0.6,3,0,,4/27/2019
[''],Seattle Mariners,,,,,,,,,,,,,,,,,,,,,,,,4/27/2019
['Mike LeakeP'],Seattle Mariners,,,,,,,,,,,,,,,,,,,,,0,1,,4/27/2019
['Mike Wright Jr.P'],Seattle Mariners,,,,,,,,,,,,,,,,,,,,,0,0,,4/27/2019
['Chasen BradfordP'],Seattle Mariners,,,,,,,,,,,,,,,,,,,,,1,0,,4/27/2019
Team Totals,Seattle Mariners,30,1,3,1,1,16,32,.100,.156,.200,.356,140,96,-0.041,0.20,0.098,-0.138%,-0.03%,0.27,-3.7,27,11,,4/27/2019
['Kyle SchwarberLF'],Chicago Cubs,3,1,2,0,2,0,5,.228,.323,.457,.780,15,7,0.039,0.18,0.041,-0.001%,0.04%,0.32,0.5,1,0,2B,7/13/2019
['Randy RosarioP'],Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,7/13/2019
['Steve CishekP'],Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,7/13/2019
['Javier BaezSS'],Chicago Cubs,5,0,2,1,0,2,5,.290,.325,.553,.878,19,14,-0.010,0.37,0.025,-0.035%,-0.01%,0.65,0.3,4,5,2B,7/13/2019
['Kris Bryant3B-LF'],Chicago Cubs,4,1,0,0,1,1,5,.293,.401,.552,.954,20,10,0.025,0.25,0.035,-0.010%,0.03%,0.45,-0.3,0,0,,7/13/2019
['Anthony Rizzo1B'],Chicago Cubs,5,1,2,1,0,1,5,.275,.385,.515,.901,15,11,0.112,0.41,0.115,-0.004%,0.12%,0.73,0.9,10,0,,7/13/2019
['Willson ContrerasC'],Chicago Cubs,3,2,1,3,1,1,4,.286,.382,.565,.947,18,10,0.148,0.41,0.151,-0.003%,0.16%,0.74,1.7,7,0,HR,7/13/2019
['Victor CaratiniPH-C'],Chicago Cubs,0,0,0,0,1,0,1,.289,.379,.500,.879,5,1,0.000,0.01,0.000,0.000%,0%,0.02,0.2,0,0,,7/13/2019
['Jason HeywardRF'],Chicago Cubs,5,2,3,0,0,0,5,.275,.361,.466,.827,20,12,0.017,0.08,0.019,-0.002%,0.02%,0.14,0.5,1,0,2·2B,7/13/2019
['Addison Russell2B'],Chicago Cubs,3,1,1,2,1,0,4,.244,.322,.397,.719,13,8,0.010,0.21,0.014,-0.004%,0.01%,0.37,0.8,3,8,GDP,7/13/2019
['Albert AlmoraCF'],Chicago Cubs,4,0,0,0,0,2,4,.247,.283,.392,.675,14,9,-0.020,0.21,0.000,-0.020%,-0.02%,0.39,-1.3,1,0,,7/13/2019
['Jon LesterP'],Chicago Cubs,3,2,2,3,0,1,3,.250,.357,.417,.774,14,8,0.084,0.26,0.085,0.000%,0.09%,0.47,2.5,0,0,HR,7/13/2019
['Brandon KintzlerP'],Chicago Cubs,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/13/2019
['Robel GarciaPH'],Chicago Cubs,1,0,0,0,0,1,1,.286,.353,.857,1.210,5,3,0.000,0.01,0.000,0.000%,0%,0.02,-0.2,,,,7/13/2019
['David Bote3B'],Chicago Cubs,0,0,0,0,0,0,0,.251,.339,.434,.772,,,,,,,,,,0,0,,7/13/2019
Team Totals,Chicago Cubs,36,10,13,10,6,9,42,.361,.452,.639,1.091,158,93,0.405,0.25,0.485,-0.079%,0.43%,0.45,5.8,27,13,,7/13/2019
['Trea TurnerSS'],Washington Nationals,5,1,1,2,0,2,5,.296,.353,.497,.850,16,13,-0.014,0.70,0.065,-0.079%,-0.00%,0.14,0.6,2,2,HR,9/27/2019
['Adam EatonRF'],Washington Nationals,5,0,1,0,0,2,5,.279,.363,.429,.791,20,14,-0.013,0.46,0.028,-0.040%,-0.00%,0.09,-0.5,2,0,,9/27/2019
['Anthony Rendon3B'],Washington Nationals,2,0,0,0,2,2,4,.320,.412,.599,1.011,19,9,0.016,0.50,0.043,-0.026%,0.00%,0.10,0.8,2,0,,9/27/2019
['Juan SotoLF'],Washington Nationals,3,1,0,0,1,1,4,.282,.400,.547,.947,18,10,-0.026,1.11,0.050,-0.076%,-0.00%,0.22,-0.8,2,0,,9/27/2019
['Howie Kendrick2B'],Washington Nationals,4,1,1,0,0,0,4,.344,.395,.572,.966,10,7,-0.073,1.15,0.026,-0.099%,-0.01%,0.23,-0.9,0,4,,9/27/2019
['Matt Adams1B'],Washington Nationals,4,1,2,0,0,2,4,.230,.280,.472,.753,12,9,0.058,1.03,0.091,-0.033%,0.01%,0.20,0.1,10,0,,9/27/2019
['Kurt SuzukiC'],Washington Nationals,3,2,1,0,1,0,4,.263,.322,.475,.797,14,8,0.059,1.32,0.100,-0.041%,0.01%,0.26,0.3,8,0,,9/27/2019
['Gerardo ParraCF'],Washington Nationals,3,1,3,4,0,0,4,.224,.286,.369,.655,11,7,0.252,1.63,0.252,0.000%,0.03%,0.32,3.1,1,0,"HR,2B,SF",9/27/2019
['Austin VothP'],Washington Nationals,2,0,0,0,0,0,2,.111,.111,.111,.222,4,2,-0.130,1.56,0.000,-0.130%,-0.01%,0.31,-1.3,0,1,,9/27/2019
['Asdrubal CabreraPH'],Washington Nationals,1,1,1,2,0,0,1,.259,.341,.441,.783,5,3,0.173,1.61,0.173,0.000%,0.02%,0.32,1.9,,,2B,9/27/2019
['Hunter StricklandP'],Washington Nationals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,9/27/2019
['Wander SueroP'],Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,9/27/2019
['Brian DozierPH'],Washington Nationals,1,0,1,0,0,0,1,.235,.339,.430,.769,1,1,0.001,0.01,0.001,0.000%,0%,0.00,0.4,,,2B,9/27/2019
['Tanner RaineyP'],Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,9/27/2019
Team Totals,Washington Nationals,33,8,11,8,4,9,38,.333,.395,.606,1.001,130,83,0.303,0.97,0.829,-0.524%,0.04%,0.19,3.7,27,7,,9/27/2019
['Eli WhiteLF'],Texas Rangers,4,0,0,0,0,2,4,.200,.273,.329,.601,12,9,-0.109,0.78,0.000,-0.109%,-0.00%,0.01,-1.4,2,0,,7/5/2021
['Nathaniel Lowe1B'],Texas Rangers,4,1,1,0,0,1,4,.261,.356,.415,.771,16,9,-0.065,0.45,0.001,-0.066%,-0.00%,0.01,-0.3,6,1,,7/5/2021
['Adolis GarcíaCF'],Texas Rangers,4,0,1,0,0,2,4,.270,.305,.522,.828,15,9,-0.027,0.47,0.016,-0.042%,0%,0.01,-0.1,2,0,2B,7/5/2021
['Joey GalloRF'],Texas Rangers,4,1,1,2,0,2,4,.233,.387,.492,.880,18,13,-0.058,0.56,0.000,-0.058%,-0.00%,0.01,0.9,2,0,HR,7/5/2021
['Jonah HeimC'],Texas Rangers,4,1,1,1,0,0,4,.220,.273,.398,.672,10,8,-0.039,0.39,0.001,-0.040%,0%,0.01,0.4,11,0,HR,7/5/2021
['Isiah Kiner-FalefaSS'],Texas Rangers,4,0,0,0,0,0,4,.263,.298,.368,.667,10,7,-0.054,0.52,0.000,-0.054%,0%,0.01,-0.8,2,1,,7/5/2021
['David DahlDH'],Texas Rangers,3,0,1,0,0,1,3,.201,.232,.321,.553,9,8,-0.046,0.69,0.004,-0.050%,0%,0.01,-0.0,,,,7/5/2021
['Nick Solak2B'],Texas Rangers,3,0,1,0,0,0,3,.232,.301,.366,.667,13,9,0.004,0.55,0.028,-0.024%,0%,0.01,-0.6,1,2,GDP,7/5/2021
['Brock Holt3B'],Texas Rangers,3,0,1,0,0,0,3,.225,.314,.312,.626,13,8,0.063,0.55,0.071,-0.009%,0.00%,0.01,0.3,0,2,,7/5/2021
[''],Texas Rangers,,,,,,,,,,,,,,,,,,,,,,,,7/5/2021
['Kolby AllardP'],Texas Rangers,,,,,,,,,,,,,,,,,,,,,0,0,,7/5/2021
['Brett MartinP'],Texas Rangers,,,,,,,,,,,,,,,,,,,,,1,1,,7/5/2021
['Dennis SantanaP'],Texas Rangers,,,,,,,,,,,,,,,,,,,,,0,0,,7/5/2021
['Taylor HearnP'],Texas Rangers,,,,,,,,,,,,,,,,,,,,,0,0,,7/5/2021
Team Totals,Texas Rangers,33,3,7,3,0,8,33,.212,.212,.424,.636,116,80,-0.331,0.54,0.121,-0.452%,-0.00%,0.01,-1.6,27,7,,7/5/2021
['Jose Altuve2B'],Houston Astros,5,2,2,2,0,2,5,.286,.372,.502,.873,16,12,0.164,0.99,0.209,-0.045%,0.17%,1.72,1.0,2,2,2B,7/6/2021
['Michael BrantleyDH'],Houston Astros,4,1,1,0,1,0,5,.338,.384,.498,.882,30,16,0.011,0.76,0.076,-0.064%,0.01%,1.31,0.3,,,,7/6/2021
['Yuli Gurriel1B'],Houston Astros,5,1,1,1,0,1,5,.319,.387,.490,.876,20,16,0.035,0.80,0.078,-0.042%,0.04%,1.39,0.0,7,0,,7/6/2021
['Yordan AlvarezLF'],Houston Astros,3,3,3,5,1,0,4,.308,.378,.559,.937,9,5,0.460,1.10,0.460,0.000%,0.48%,1.92,4.4,1,0,"2·HR,IW",7/6/2021
['Carlos CorreaSS'],Houston Astros,4,0,0,0,0,2,4,.294,.393,.522,.915,19,12,-0.080,0.81,0.000,-0.080%,-0.08%,1.41,-1.1,0,1,,7/6/2021
['Kyle TuckerRF'],Houston Astros,4,0,1,0,0,2,4,.264,.322,.473,.795,26,15,-0.051,0.64,0.009,-0.060%,-0.05%,1.11,-0.3,0,0,,7/6/2021
['Abraham Toro3B'],Houston Astros,4,1,2,0,0,1,4,.250,.325,.382,.707,11,8,0.116,1.04,0.137,-0.021%,0.12%,1.80,0.6,1,4,,7/6/2021
['Myles StrawCF'],Houston Astros,3,1,2,1,1,0,4,.272,.355,.341,.696,22,10,0.147,1.00,0.154,-0.007%,0.15%,1.74,1.4,5,1,,7/6/2021
['Martin MaldonadoC'],Houston Astros,4,0,0,0,0,1,4,.177,.264,.291,.555,14,11,-0.138,1.08,0.000,-0.138%,-0.14%,1.88,-1.5,11,0,,7/6/2021
[''],Houston Astros,,,,,,,,,,,,,,,,,,,,,,,,7/6/2021
['Framber ValdezP'],Houston Astros,,,,,,,,,,,,,,,,,,,,,0,1,,7/6/2021
['Bryan AbreuP'],Houston Astros,,,,,,,,,,,,,,,,,,,,,0,0,,7/6/2021
['Ryne StanekP'],Houston Astros,,,,,,,,,,,,,,,,,,,,,0,0,,7/6/2021
['Ryan PresslyP'],Houston Astros,,,,,,,,,,,,,,,,,,,,,0,0,,7/6/2021
Team Totals,Houston Astros,36,9,12,9,3,9,39,.333,.385,.528,.912,167,105,0.664,0.91,1.123,-0.457%,0.69%,1.58,4.8,27,9,,7/6/2021
['Austin SlaterCF'],San Francisco Giants,4,1,1,0,1,2,5,.255,.352,.404,.756,25,15,0.005,0.60,0.048,-0.043%,0.00%,0.60,-0.3,2,0,,5/7/2022
['Mauricio DubonSS'],San Francisco Giants,4,4,2,2,1,0,5,.182,.200,.303,.503,15,10,0.205,0.64,0.217,-0.012%,0.12%,0.64,2.1,1,3,HR,5/7/2022
['Brandon Belt1B'],San Francisco Giants,1,2,0,0,3,0,4,.239,.386,.463,.848,20,8,0.099,0.70,0.101,-0.002%,0.06%,0.70,1.3,6,0,,5/7/2022
['LaMonte Wade Jr.PH-1B'],San Francisco Giants,0,1,0,0,1,0,1,.000,.333,.000,.333,6,2,0.006,0.17,0.006,0.000%,0.00%,0.17,0.6,1,0,,5/7/2022
['Darin RufDH'],San Francisco Giants,4,2,1,2,1,1,5,.190,.296,.240,.536,26,19,0.042,0.75,0.114,-0.072%,0.03%,0.75,2.4,,,HR,5/7/2022
['Wilmer Flores3B'],San Francisco Giants,3,1,1,6,1,0,5,.269,.340,.419,.759,21,12,0.245,0.84,0.259,-0.014%,0.15%,0.84,3.2,0,2,"HR,SF",5/7/2022
['Luis GonzalezLF'],San Francisco Giants,4,1,1,1,0,1,5,.318,.365,.432,.797,20,12,-0.006,0.23,0.013,-0.020%,-0.00%,0.23,0.6,2,0,HBP,5/7/2022
['Thairo Estrada2B'],San Francisco Giants,4,0,1,2,0,0,5,.240,.278,.360,.638,18,12,0.057,0.22,0.065,-0.008%,0.03%,0.22,0.7,4,2,"2B,SF",5/7/2022
['Joey BartC'],San Francisco Giants,4,0,0,0,0,2,5,.164,.313,.345,.659,17,14,-0.016,0.20,0.003,-0.019%,-0.01%,0.20,-1.5,10,0,"HBP,GDP",5/7/2022
['Mike YastrzemskiRF'],San Francisco Giants,4,1,2,0,0,0,4,.288,.354,.356,.710,10,7,0.020,0.34,0.033,-0.013%,0.01%,0.34,-0.1,1,0,,5/7/2022
[''],San Francisco Giants,,,,,,,,,,,,,,,,,,,,,,,,5/7/2022
['Logan WebbP'],San Francisco Giants,,,,,,,,,,,,,,,,,,,,,0,0,,5/7/2022
['Dominic LeoneP'],San Francisco Giants,,,,,,,,,,,,,,,,,,,,,0,0,,5/7/2022
['Zack LittellP'],San Francisco Giants,,,,,,,,,,,,,,,,,,,,,0,0,,5/7/2022
['Tyler RogersP'],San Francisco Giants,,,,,,,,,,,,,,,,,,,,,0,0,,5/7/2022
['Jarlin GarciaP'],San Francisco Giants,,,,,,,,,,,,,,,,,,,,,0,0,,5/7/2022
Team Totals,San Francisco Giants,32,13,9,13,8,6,44,.281,.432,.594,1.026,178,111,0.657,0.50,0.859,-0.203%,0.39%,0.50,9.0,27,7,,5/7/2022
['Tony Kemp2B'],Oakland Athletics,3,1,1,1,1,1,4,.333,.500,.667,1.167,13,7,0.344,1.66,0.390,-0.046,0.21%,1.65,1.3,4,2,2B,3/30/2023
['Conner CapelDH'],Oakland Athletics,3,0,0,0,0,2,3,.000,.000,.000,.000,14,9,-0.098,1.37,0.000,-0.098,-0.06%,1.36,-0.8,,,,3/30/2023
['Brent RookerPH-DH-DH'],Oakland Athletics,1,0,0,0,0,1,1,.000,.000,.000,.000,3,3,-0.089,2.14,0.000,-0.089,-0.05%,2.13,-0.4,,,,3/30/2023
['Aledmys DíazSS'],Oakland Athletics,3,0,2,1,1,1,4,.667,.750,.667,1.417,14,6,0.274,1.41,0.302,-0.027,0.16%,1.40,1.1,1,3,,3/30/2023
['Nick AllenPR-SS'],Oakland Athletics,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,3/30/2023
['Seth BrownLF'],Oakland Athletics,4,0,2,0,0,0,4,.500,.500,.750,1.250,12,8,0.082,1.23,0.153,-0.071,0.05%,1.22,1.3,6,0,"2B,SB",3/30/2023
['Jesús Aguilar1B'],Oakland Athletics,3,0,0,0,1,2,4,.000,.250,.000,.250,18,10,-0.159,1.31,0.001,-0.159,-0.10%,1.30,-1.0,3,0,IW,3/30/2023
['Ryan NodaPR-1B'],Oakland Athletics,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,,3/30/2023
['Ramón LaureanoRF'],Oakland Athletics,4,0,0,0,0,3,4,.000,.000,.000,.000,17,10,-0.210,1.59,0.000,-0.210,-0.12%,1.58,-2.4,3,0,GDP,3/30/2023
['Jace Peterson3B'],Oakland Athletics,3,0,0,0,0,1,3,.000,.000,.000,.000,16,10,-0.077,1.05,0.000,-0.077,-0.05%,1.05,-0.5,0,1,,3/30/2023
['Shea LangeliersC'],Oakland Athletics,2,0,0,0,1,0,3,.000,.333,.000,.333,13,8,-0.009,0.96,0.038,-0.047,-0.01%,0.96,-0.1,8,0,,3/30/2023
['Esteury RuizCF'],Oakland Athletics,3,1,1,0,0,1,3,.333,.333,.333,.667,15,11,0.039,1.66,0.099,-0.060,0.02%,1.65,-0.0,1,0,,3/30/2023
[''],Oakland Athletics,,,,,,,,,,,,,,,,,,,,,,,,3/30/2023
['Kyle MullerP'],Oakland Athletics,,,,,,,,,,,,,,,,,,,,,0,0,,3/30/2023
['Zach JacksonP'],Oakland Athletics,,,,,,,,,,,,,,,,,,,,,0,0,,3/30/2023
['Domingo AcevedoP'],Oakland Athletics,,,,,,,,,,,,,,,,,,,,,0,0,,3/30/2023
['Trevor MayP'],Oakland Athletics,,,,,,,,,,,,,,,,,,,,,0,0,,3/30/2023
['Dany JiménezP'],Oakland Athletics,,,,,,,,,,,,,,,,,,,,,0,0,,3/30/2023
Team Totals,Oakland Athletics,29,2,6,2,4,12,33,.207,.303,.276,.579,135,82,0.097,1.39,0.983,-0.884,0.06%,1.38,-1.6,27,6,,3/30/2023
